$10,000 Gold?	L’or à 10.000 dollars l’once ?
So rote – and so violent – has that war become that many people in Latin America now wonder which side is suffering the more pathological addiction.	Il s’agit de la «&#160;guerre&#160;» contre le trafic de drogue, dont les effusions de sang se sont récemment accrues. Tant cette lutte est devenue systématique – et violente –, nombre d’habitants d’Amérique latine s’interrogent aujourd’hui&#160;: quelle partie souffre le plus de dépendance pathologique&#160;?
The new strategy that US Secretary of State Hillary Clinton has been promoting to staunch the upward trend of narco-trafficking-related murders – which leaked Mexican government reports put at more than 22,000 since late 2006 – is to build “stronger, more resilient communities.”	La nouvelle stratégie promue par la secrétaire d’état Hillary Clinton pour endiguer la montée en flèche des homicides liés au trafic de drogue – qui se porteraient, d’après des rapports gouvernementaux mexicains qui auraient filtrés, à plus de 22&#160;000 depuis fin 2006 – est d’établir «&#160;des communautés plus fortes et plus résilientes&#160;».
Ciudad Juárez, a sprawling Mexican border town that is now the homicide capital of the world, would have to be high on the list.	Ciudad Juárez, ville mexicaine frontalière en pleine expansion, aujourd’hui capitale mondiale de la criminalité, se trouverait en haut de la liste.
Four bridges and innumerable tunnels and drainage canals connect Ciudad Juárez and El Paso, Texas.	Ciudad Juárez et El Paso au Texas sont reliées par quatre ponts, d’innombrables tunnels et un réseau de tout-à-l’égout.
Rival cartels sparring for control of a plaza, the name given to any trafficking route, butcher each other and the security forces.	Les cartels rivaux qui se battent dans le but de s’arroger des plaza, nom de passage réservé au narco-trafic, s’affrontent sans vergogne et massacrent les forces de police.
There is apparently no shortage of young, unemployed men willing to join the carnage.	Il semblerait que les jeunes hommes au chômage près à grossir le carnage ne manquent pas.
Addressing the deep-seated social and economic problems of a city like Juárez, however, is a lot harder than flooding its streets with 8,000 soldiers carrying assault rifles.	Or, s’attaquer aux problèmes économiques et sociaux bien ancrés d’une ville telle que Juárez n’est pas aussi simple que d’inonder ses rues de 8&#160;000 soldats armés de mitraillettes.
Mexican President Felipe Calderón has, in this respect, remained faithful to the script written in previous theaters in the drug war, whether in Bolivia, Colombia, or Peru, where governments have used military force and extradition to placate the US and punish those with the least voice and influence.	A cet égard, le président mexicain Felipe Calderón n'a pas changé une ligne du scénario habituellement employé pour lutter contre le trafic de drogue (en Bolivie, en Colombie ou au Pérou). Dans ce scénario, le gouvernement a recours aux forces de police et extrade quelques figures pour calmer les Etats-Unis et punir les éléments les moins influents, les moins puissants.
But the language used by the Obama administration to describe the violence and state corruption that snakes from the Andes to the US border is starting to capture new thinking on narcotics.	Le discours de l’administration Obama pour décrire le degré de violence et l’état de la corruption qui chemine des Andes à la frontière américaine reflète toutefois une nouvelle perception du problème.
Three former Latin American presidents, Mexico’s second richest man, Ricardo Salinas, and the Supreme Court of Argentina, among others, have criticized the war on drugs as a manifest failure that has lowered street prices, fueled production, and undermined weak states.	Trois anciens présidents d’Amérique latine, le deuxième homme le plus riche du Mexique, Ricardo Salinas, et la cour suprême d’Argentine, entre autres, qualifient la «&#160;guerre contre la drogue&#160;» d’échec manifeste qui a eu pour effet de diminuer les prix à la consommation, de stimuler la production et d’affaiblir les Etats déjà fragiles.
More strikingly, both Bolivia and Ecuador are governed by presidents who suffered directly from the collateral insensitivities of the war on drugs.	Il est d’ailleurs remarquable que les actuels présidents bolivien et équatorien aient tous deux été des victimes directes des dommages collatéraux de cette lutte contre le narcotrafic.
Bolivia’s Evo Morales rose to prominence as leader of the country’s coca growers during a brutal campaign to wipe out their crops, the so-called Dignity Plan.	D’une part, Evo Morales s’est hissé à la tête de la Bolivie en tant que leader des cultivateurs de feuilles de coca lors de la campagne très brutale visant à éradiquer leur récolte, le soi-disant plan Dignité.
Ecuadoran President Rafael Correa’s father was jailed for smuggling drugs to the US when the future leader was five years old.	D’autre part, le père de Rafael Correa a été emprisonné pour trafic de drogue avec les Etats-Unis alors que le futur président de l’Equateur était âgé de cinq ans seulement.
These leaders’ profound ambivalence toward the goal of a world free of illegal drugs is shared by the European Union, where restrictions on narcotics consumption have slackened over the past decade.	La profonde ambivalence de ces responsables politiques quant à l’objectif d’un monde exempt de substances illégales est partagée par l’Union européenne, où les restrictions sur la consommation de stupéfiants se sont relâchées au cours des dix dernières années.
The past three US presidents, furthermore, have all admitted to consuming – to one extent or another – illegal psychoactive substances, while seven million Americans, according to the United Nations, are regular cocaine users.	En outre, les trois derniers présidents des Etats-Unis ont reconnu avoir – dans une quantité plus ou moins grande – consommé des substances psychotropes illicites, tandis que, d’après les Nations unies, &#160;sept millions d’Américains consomment de la cocaïne régulièrement.
