Go.	Va !
He's cleaning his rifle.	Il nettoie son fusil.
He's cleaning his rifle.	Il nettoie sa carabine.
He's dating my daughter.	Il sort avec ma fille.
He's everybody's friend.	Il est l'ami de tout le monde.
He's feeling really low.	Il a le moral très bas.
He's fluent in Japanese.	Il parle couramment le japonais.
He's going to get fired.	Il va se faire virer.
He's going to love this.	Il va adorer ça.
He's good at arithmetic.	Il est bon en calcul.
He's highly intelligent.	Il est doté d'une grande intelligence.
He's hopelessly in love.	Il est désespérément amoureux.
He's hungry and thirsty.	Il a faim et soif.
He's mumbling something.	Il rumine quelque chose.
He's my younger brother.	Il est mon frère cadet.
He's now short of money.	Il est maintenant à court d'argent.
He's on the dance floor.	Il est sur la piste de danse.
He's painting his house.	Il est en train de peindre sa maison.
He's really into soccer.	Il est vraiment fondu de foot.
He's scared of that dog.	Il a peur de ce chien.
He's sketching an apple.	Il est en train de dessiner une pomme.
He's the same age as me.	Il a le même âge que moi.
He's very understanding.	Il est très compréhensif.
He's very upset by this.	Il est très contrarié par cela.
He's wearing a new coat.	Il porte un nouveau manteau.
Health means everything.	La santé, c'est tout.
Help me hide this money.	Aide-moi à cacher cet argent.
Help me hide this money.	Aidez-moi à cacher cet argent.
Help me move this stone.	Aidez-moi à déplacer cette pierre.
Help me move this stone.	Aide-moi à déplacer cette pierre.
Her daughter is a nurse.	Sa fille est infirmière.
Her kindness touched me.	Sa gentillesse m'a ému.
Her story can't be true.	Son histoire ne peut pas être vraie.
Her teacher praised her.	Son professeur a fait son éloge.
Her voice doesn't carry.	Sa voix ne porte pas.
Here is my phone number.	Voici mon numéro de téléphone.
Here's my email address.	Voilà mon adresse électronique.
Here's my return ticket.	Voilà mon billet de retour.
Hey, I want to help you.	Hé, je veux t'aider.
Hey, I want to help you.	Hé, je veux vous aider.
Hey, we aren't done yet.	Hey, nous n'avons pas terminé.
His advice is of no use.	Ses conseils ne sont d'aucune utilité.
His behavior puzzled me.	Sa conduite m'étonna.
His birthday is May 5th.	Son anniversaire est le cinq mai.
His childhood was harsh.	Son enfance était dure.
His daughter is a nurse.	Sa fille est infirmière.
His eyesight is failing.	Sa vue baisse.
His heart beated slowly.	Son cœur battait lentement.
His house is by a river.	Sa maison est au bord de la rivière.
His life is in my hands.	Sa vie est entre mes mains.
His mother was a singer.	Sa mère était chanteuse.
His name is known to me.	Son nom m'est connu.
His room is always tidy.	Sa chambre est toujours rangée.
His story made us laugh.	Son histoire nous a fait rire.
His students adored him.	Les étudiants l’adoraient.
Hold it with both hands.	Tiens-le à deux mains.
Hold it with both hands.	Tiens-la à deux mains.
Hold it with both hands.	Tenez-la à deux mains.
Hold it with both hands.	Tenez-le à deux mains.
Hold out your left hand.	Tends ta main gauche.
Home prices are surging.	Les prix de l'immobilier montent en flèche.
How about taking a walk?	Que dis-tu de marcher ?
How about taking a walk?	Que dites-vous de marcher ?
How can I get to heaven?	Comment pourrai-je aller au ciel ?
How can I make him stop?	Comment puis-je faire en sorte qu'il s'arrête ?
How can I make him stop?	Comment puis-je faire en sorte qu'il cesse ?
How can I make him stop?	Comment puis-je faire qu'il s'arrête ?
How can I make him stop?	Comment puis-je faire qu'il cesse ?
How can I quit this job?	Comment puis-je quitter ce travail ?
How can you be so cruel?	Comment pouvez-vous être si cruel ?
How can you be so cruel?	Comment pouvez-vous être si cruelle ?
How can you be so cruel?	Comment pouvez-vous être si cruels ?
How can you be so cruel?	Comment pouvez-vous être si cruelles ?
How can you be so cruel?	Comment peux-tu être si cruelle ?
How can you be so cruel?	Comment peux-tu être si cruel ?
How can you concentrate?	Comment arrives-tu à te concentrer ?
How can you concentrate?	Comment parviens-tu à te concentrer ?
How can you concentrate?	Comment arrivez-vous à vous concentrer ?
How can you concentrate?	Comment parvenez-vous à vous concentrer ?
How could it not matter?	Comment cela pourrait-il ne pas avoir d'importance ?
How could they not know?	Comment pouvaient-ils l'ignorer ?
How could they not know?	Comment pouvaient-elles l'ignorer ?
How did I get into this?	Comment me suis-je fourré là-dedans ?
How did I get into this?	Comment me suis-je fourrée là-dedans ?
How did I not know that?	Comment l'ignorais-je ?
How did he know my name?	Comment connaissait-il mon nom ?
How did it all work out?	Comment tout cela s'est-il résolu ?
How did the audition go?	Comment s'est passée l'audition ?
How did things turn out?	Comment les choses ont-elles tourné ?
How did you end up here?	Comment as-tu fini ici ?
How did you end up here?	Comment avez-vous fini ici ?
How did you get in here?	Comment as-tu pénétré ici ?
How did you get in here?	Comment avez-vous pénétré ici ?
How do I get reimbursed?	Comment puis-je me faire rembourser ?
How do I get to the zoo?	Comment puis-je me rendre au zoo ?
How do I report a theft?	Comment est-ce que je déclare un vol ?
How do they seem to you?	Comment vous semblent-elles ?
How do they seem to you?	Comment te semblent-elles ?
How do they seem to you?	Comment vous semblent-ils ?
How do they seem to you?	Comment te semblent-ils ?
How do you always do it?	Comment le faites-vous toujours ?
How do you deal with it?	Comment t'en sors-tu ?
How do you deal with it?	Comment vous en sortez-vous ?
How do you deal with it?	Comment le gérez-vous ?
How do you deal with it?	Comment le gères-tu ?
How do you go to school?	Comment allez-vous à l'école ?
How do you think I feel?	Comment penses-tu que je me sente ?
How do you think I feel?	Comment pensez-vous que je me sente ?
How do you think I felt?	Que penses-tu que j'aie ressenti ?
How do you think I felt?	Que pensez-vous que j'aie ressenti ?
How far is it from here?	À combien est-ce, d'ici ?
How is the family doing?	Comment va la famille ?
How late may I call you?	Jusqu'à quelle heure puis-je vous appeler ?
How long do dreams last?	Combien de temps durent les rêves ?
How long is this bridge?	Quelle longueur fait ce pont ?
How long were you there?	Combien de temps y as-tu été ?
How long were you there?	Combien de temps y avez-vous été ?
How long will this last?	Combien de temps ceci durera-t-il ?
How long will this take?	Combien de temps cela prendra-t-il ?
How many do you see now?	Combien en voyez-vous, maintenant ?
How many do you see now?	Combien en vois-tu, maintenant ?
How many hours are left?	Combien d'heures reste-t'il ?
How many more are there?	Combien y en a-t-il de plus ?
How many more are there?	Combien y en a-t-il en plus ?
How much are the lilies?	Combien coûtent les lys ?
How much did it cost us?	Combien ça nous a coûté ?
How much did it cost us?	Combien cela nous a-t-il coûté ?
How much does that cost?	Combien ça coûte ?
How much does that cost?	Combien est-ce que ça coûte ?
How much does that cost?	Combien cela coûte-t-il ?
How much does this cost?	Ça coûte combien ?
How much does this cost?	Combien ça coûte ?
How much does this cost?	Combien est-ce que ça coûte ?
How much is the express?	Combien pour l'express ?
How much is this camera?	Combien coûte cet appareil photo ?
How much will this cost?	Combien cela coûtera-t-il ?
How often do you shower?	À quelle fréquence te douches-tu ?
How often do you shower?	À quelle fréquence vous douchez-vous ?
How old is the universe?	Quel âge a l'univers ?
How old is the universe?	Quel est l'âge de l'univers ?
How old is your brother?	Quel âge a ton frère ?
How soon do you need it?	À partir de quand en as-tu besoin ?
How will I pay my debts?	Comment payerai-je mes dettes ?
How's everybody at home?	Comment va tout le monde, à la maison ?
How's the project going?	Comment se déroule le projet ?
How's the project going?	Comment va le projet ?
How's the weather there?	Quel temps fait-il là-bas ?
How's the weather there?	Comment est le temps là-bas ?
How's your married life?	Comment est ta vie d'homme marié ?
How's your married life?	Comment est ta vie de femme mariée ?
How's your morning been?	Comment s'est passée votre matinée ?
How's your morning been?	Comment votre matinée s'est-elle passée ?
How's your morning been?	Comment s'est passée ta matinée ?
How's your morning been?	Comment ta matinée s'est-elle passée ?
How's your sister today?	Comment va ta sœur aujourd'hui ?
How's your sister today?	Comment va votre sœur aujourd'hui ?
Hurry up! We'll be late.	Dépêchons ! Nous allons être en retard.
I accept your challenge.	Je relève votre défi.
I accept your challenge.	Je relève ton défi.
I actually enjoyed that.	J'y ai vraiment pris plaisir.
I admit I was surprised.	J'admets avoir été surpris.
I admit I was surprised.	J'admets avoir été surprise.
I almost never watch TV.	Je ne regarde quasiment jamais la télévision.
I already gave you half.	Je t'ai déjà donné la moitié.
I already gave you half.	Je vous ai déjà donné la moitié.
I always obey the rules.	J'obéis toujours aux règles.
I always obey the rules.	Je respecte toujours les règles.
I always tell the truth.	Je dis toujours la vérité.
I always walk to school.	Je marche toujours pour me rendre à l'école.
I am an English teacher.	Je suis professeur d'anglais.
I am disgusted with him.	Il me dégoute.
I am eighteen years old.	J'ai dix-huit ans.
I am following that car.	Je suis cette voiture.
I am loved by my mother.	Je suis aimé de ma mère.
I am loved by my mother.	Ma mère m'aime.
I am not going anywhere.	Je ne vais nulle part.
I am not going anywhere.	Je ne me rends nulle part.
I am reading a magazine.	Je lis un magazine.
I am the fastest runner.	Je suis le coureur le plus rapide.
I am to meet him at six.	Je dois le rencontrer à six heures.
I am too tired to climb.	Je suis trop fatigué pour grimper.
I am very happy with it.	Ça me plaît beaucoup.
I am your friend, right?	Je suis bien ton ami, non ?
I answered the question.	Je répondis à la question.
I appreciate the effort.	Je te suis reconnaissant pour tes efforts.
I appreciate the effort.	Je vous suis reconnaissant pour vos efforts.
I asked him for a favor.	Je lui ai demandé une faveur.
I asked him to make tea.	Je lui demandais de faire du thé.
I asked where she lived.	J'ai demandé où elle habitait.
I asked you to be quiet.	Je t'ai demandé d'être silencieux.
I asked you to be quiet.	Je t'ai demandé d'être silencieuse.
I ate a salad for lunch.	J'ai mangé une salade pour le déjeuner.
I ate a salad for lunch.	J'ai mangé une salade pour le dîner.
I ate a salad for lunch.	J'ai mangé une salade pour déjeuner.
I ate a salad for lunch.	J'ai mangé une salade pour dîner.
I ate a turkey sandwich.	J'ai mangé un sandwich à la dinde.
I ate some potato chips.	J'ai mangé des chips.
I ate your strawberries.	J'ai mangé vos fraises.
I baked it this morning.	Je l'ai cuit ce matin.
I baked it this morning.	Je l'ai cuite ce matin.
I believe in friendship.	Je crois en l'amitié.
I believe it to be true.	Je crois que c'est vrai.
I bought new sunglasses.	J'ai acheté de nouvelles lunettes de soleil.
I bought this yesterday.	J'ai acheté ceci hier.
I brought you a present.	Je t'ai amené un cadeau.
I brought you a present.	Je vous ai amené un cadeau.
I brought you red roses.	Je t'ai amené des roses rouges.
I brought you red roses.	Je vous ai amené des roses rouges.
I call her pretty often.	Je lui téléphone assez souvent.
I came back to help you.	Je suis revenu t'aider.
I came here to meet you.	Je suis venu ici pour te voir.
I came here to meet you.	Je suis venue ici pour te voir.
I came here to meet you.	Je suis venue ici pour vous rencontrer.
I came here to meet you.	Je suis venu ici pour vous rencontrer.
I came here to save you.	Je suis venu ici pour te sauver.
I came here to save you.	Je suis venue ici pour vous secourir.
I came here to save you.	Je suis venue ici pour te secourir.
I came here to save you.	Je suis venu ici pour vous sauver.
I came to give you this.	Je suis venu te donner ceci.
I came to give you this.	Je suis venue vous donner ceci.
I can barely believe it.	Je peux à peine le croire.
I can do this all night.	Je peux le faire toute la nuit.
I can hardly believe it.	J'arrive à peine à le croire.
I can make this go away.	Je peux le faire s'évanouir.
I can ride a horse, too.	Moi aussi, je peux monter un cheval.
I can sleep on the sofa.	Je peux dormir sur le canapé.
I can tell you're angry.	Je peux dire que tu es énervé.
I can tell you're angry.	Je peux dire que vous êtes en colère.
I can tell you're upset.	Je peux voir que vous êtes en colère.
I can touch the ceiling.	Je peux toucher le plafond.
I can't afford a lawyer.	Je ne peux me permettre un avocat.
I can't answer that yet.	Je ne peux pas encore répondre à cela.
